Topic,Sentiment,tweet,tidy_tweet
milan,1,"Our team in Toronto, Milan and Amsterdam, would ALL like to wish you an easy + happy Monday! #socialgood #feelgood http://t.co/xvBbTzJ21F",our team toronto milan amsterdam would all like wish easy happy monday socialgood feelgood
milan,1,Part of the Dluxe team are off to Milan tomorrow! Feel free to throw out recommendations to us for things to do #milan #thingstodoinmilan,part dluxe team milan tomorrow feel free throw recommendation thing milan thingstodoinmilan
milan,1,Picture day tomorrow something that different hope milan dont go off,picture day tomorrow something different hope milan dont
milan,1,Promoted again! I just guided Milan to 2nd place in Non-League A https://t.co/h6iAQYuA1j,promoted guided milan place non league
milan,1,"SM: Sold out derby?: With days still to go before the kick off Sunday evening between Inter and Milan, it is o... http://t.co/5ZjcqEGKgL",sold derby with day still kick sunday evening inter milan
milan,1,"Saturday doesn't feel special compared to other week days, when Milan is not playing and the Brazilian league is finished.",saturday feel special compared week day milan not playing brazilian league finished
milan,1,Some people may not bother but Happy Birthday Milan. Thank you for everything you have done for us #xbanaMilan #swfc http://t.co/SzNeBaFxdc,some people may not bother happy birthday milan thank everything done xbanamilan swfc
milan,1,Sunday night can't come soon enough I'm excited already I hope our new players understand the importance of the milan derby @Inter_en #FCIM,sunday night ca not come soon enough i'm excited already hope new player understand importance milan derby fcim
milan,1,Taking my kids to meet father Christmas tomorrow. Then it's off to Milan on Sunday to show the Italian press our amazing game. Magnifico!,taking kid meet father christmas tomorrow then milan sunday show italian press amazing game magnifico
milan,1,That unforgettable moment when Milan was crowned king of Europe for the 6th time.  Sheva vs Buffon. https://t.co/zu3C7x8A7a,that unforgettable moment milan crowned king europe time sheva buffon
milan,1,"The girls will be attending the 2015 @mtvema's in Milan, Italy on October 25th before they take on Europe for their first European Tour!",the girl attending milan italy october take europe first european tour
milan,1,"This is literally the 3rd ticket I've bought to Milan, I really just can't lol",this literally ticket i've bought milan really ca not lol
milan,1,"Tomorrow is the day, see you all soon!  Event: FH Club x MYMILAN MILAN Luxury Clearance Sales Date: 10th-12th... http://t.co/ox4t9fPpse",tomorrow day see soon event club mymilan milan luxury clearance sales date
milan,1,Trying to go watch Milan at least 3 times a season now may as well spend my money on something I will enjoy never know what round the corner,trying watch milan least time season may well spend money something enjoy never know round corner
milan,1,"Waiting for Milan vs Empoli, hope for the 1st 3 points of the season.. #ForzaMilan",waiting milan empoli hope point season forzamilan
milan,1,With Milan sitting in 6th -the highest they've been in almost three years - Shevchenko wants time for the coach. https://t.co/gio505Rzml,with milan sitting highest they've almost three year shevchenko want time coach
milan,1,"Witsel's interm.: ""The player wants to join Milan, and if Milan want him he would be ready to be in Italy and wear the Milan shirt tomorrow""",witsel interm the player want join milan milan want would ready italy wear milan shirt tomorrow
milan,1,Would be nice 2 c Pirlo score from one of those amazing FK and Balotelli get on the field 2 day for Milan that would be a good Saturday,would nice pirlo score one amazing balotelli get field day milan would good saturday
milan,1,best part about Italy getting back the 4th spot is that 7th will now get Europa league soccer. Will make it easier for Milan,best part italy getting back spot get europa league soccer will make easier milan
milan,1,"i'll just go ""is there any possible way i could get to milan on the 25th of october"" she'll probably start laughing at me lol",i'll possible way could get milan october she'll probably start laughing lol
milan,1,i'm going to milan tomorrow!!! i'm so happy,i'm going milan tomorrow i'm happy
milan,1,i'm gonna to see you in Milan in november. I cannot wait @NikkiSixx,i'm gonna see milan november cannot wait
milan,1,it's already thursday here soooo tomorrow I'm going to Milan with my best friends! jfdlsajfdsads,already thursday soooo tomorrow i'm going milan best friend jfdlsajfdsads
milan,1,my parent's said i can go to milan on the 26th so I'M MEETING LENA IN LIKE 3 WEEKS I'M SO HAPPY,parent said milan i'm meeting lena like weeks i'm happy
milan,1,see you in milan! https://t.co/oENuA79bQr,see milan
milan,1,tomorrow i wil go back to milan lol i don't want to tbh,tomorrow wil back milan lol want tbh
milan,1,would like to get to milan for the world tour appearance of  maestro Zubin Mehta in may,would like get milan world tour appearance maestro zubin mehta may
milan,1,"you can meet the mandem you can meet the fam,1st class shopping trip to milan #manlikegatsby @Beth_garnish @LeannneCoyne",meet mandem meet fam class shopping trip milan manlikegatsby
miss usa,0,#DonaldTrump 's Miss USA Pageant set a record low on Sunday with only 925K viewers. And let that be a reminder 2 all of us. It was on Sunday,donaldtrump miss usa pageant set record low sunday viewer and let reminder sunday
miss usa,0,@KySportsRadio Miss USA pageant questions were epically bad. I think you have your topic for the show tomorrow,miss usa pageant question epically bad think topic show tomorrow
miss usa,0,Go figure on Miss USA is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr.,figure miss usa talking racial time immigrant sad owner missed girl
miss usa,0,"Hahaha 2nd place in Miss USA was Miss Texas from @CityofMcAllen , wonder if the organization just placed her there just for being Mexican",hahaha place miss usa miss texas wonder organization placed mexican
miss usa,0,"It may be a giant leap for cable net Reelz, but the Miss USA pageant took a few steps backward on Sunday night.... http://t.co/gHHIvwAsM9",may giant leap cable net reelz miss usa pageant took step backward sunday night
miss usa,0,"totally intended to boycott Miss USA show, but how in the world did Maryland come in 5th?! Three of those other girls gave terrible answers.",totally intended boycott miss usa show world maryland come three girl gave terrible answer
miss usa,1,(1/2) Judge me if you want but Ima make sure I don't miss the Miss USA pageant tomorrow . There's nothing like watching beautiful women...,judge want ima make sure miss miss usa pageant tomorrow there nothing like watching beautiful woman
miss usa,1,2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!,million people watched miss usa reelz sunday congrats true winner
miss usa,1,3rd annual Miss USA pageant with wings night for me. #lifegoals,annual miss usa pageant wing night lifegoals
miss usa,1,"@MeaganCortez RT: ""Congratulations Miss USA 1st runner up! So proud to have @ylianna_guerra represent the RG..."" http://t.co/X74a5fSQgu",congratulations miss usa runner proud represent
miss usa,1,"Be on the look out for my Miss USA 2015 recap tomorrow! Hear about my favorite gowns, swimsuit bods, and... http://t.co/rfX7QmvNEk",look miss usa recap tomorrow hear favorite gown swimsuit bod
miss usa,1,Be sure to watch Miss USA tomorrow night at 8pm ET on the Reelz Channel! I can not wait to see which beautiful... http://t.co/1I6LMrEFiJ,sure watch miss usa tomorrow night reelz channel not wait see beautiful
miss usa,1,Call for reservations for lunch or dinner tomorrow (yep Sunday!). Happy to accommodate guests in town for the MISS USA Pageant 346-5100,call reservation lunch dinner tomorrow yep sunday happy accommodate guest town miss usa pageant
miss usa,1,Can't decide if I'm more pumped about the crowning of a new Miss USA tonight or the All-Star game on Tuesday,ca not decide i'm pumped crowning new miss usa tonight all star game tuesday
miss usa,1,Congrats Ylianna Guerra for getting 1st runner up in the Miss USA Pageant!! http://t.co/RuYKAJg7iP,congrats ylianna guerra getting runner miss usa pageant
miss usa,1,Congratulations @RealMissTXUSA for being first runner up in the Miss USA pageant Sunday!,congratulations first runner miss usa pageant sunday
miss usa,1,Congratulations to Miss USA 1st runner up @RealMissTXUSA. You've made #McAllen and the #RGV very proud! #MissUSA,congratulations miss usa runner you've made mcallen rgv proud missusa
miss usa,1,"Congratulations to Olivia Jordan, who won Miss USA on Sunday!!  Olivia worked with us for several years while at... http://t.co/ahIJneVBx9",congratulations olivia jordan miss usa sunday olivia worked several year
miss usa,1,"Congratulations to Ylianna Guerra! 1st runner up @ the Miss USA this past weekend! Photo:Darren Decker,Josh Brasted http://t.co/UhYftP7yAN",congratulations ylianna guerra runner miss usa past weekend photo darren decker josh brasted
miss usa,1,Congratulations to our Texas beauty for placing 1ST RUNNER UP at the Miss USA pageant last night! WINX is the... http://t.co/dMES00wgOT,congratulations texas beauty placing runner miss usa pageant last night winx
miss usa,1,For the sake of being at work during th Miss USA finals I am deleting my Facebook app until tomorrow so I can... http://t.co/iUfubj0jyu,for sake work miss usa final deleting facebook app tomorrow
miss usa,1,Good vibes to @Rashontae @RealMissMIusa as she competes for Miss USA 2015 tomorrow July 12th in Baton Rouge!  https://t.co/iSMqFrKQtC,good vibe competes miss usa tomorrow july baton rouge
miss usa,1,Happy Sunday! Back at the River Center for Miss USA!  It's going to be an interesting night. Who is watching the big show?,happy sunday back river center miss usa it going interesting night who watching big show
miss usa,1,I may not be Miss USA but I am still Miss Minnesota USA! I am looking forward to the appearances I have coming up!! #bemorethanpretty,may not miss usa still miss minnesota usa looking forward appearance coming bemorethanpretty
miss usa,1,I want it to be tomorrow so I can watch miss USA,want tomorrow watch miss usa
miss usa,1,I'm about to eat four hot dogs and watch Miss USA. Happy Sunday.,i'm eat four hot dog watch miss usa happy sunday
miss usa,1,Miss USA featuring all the 1st generation Americans and multicultural women is great.,miss usa featuring generation americans multicultural woman great
miss usa,1,"Miss USA on Sunday, wearing a hot pink strapless dress as she deftly fielded the interview BEST THINGS IN LIFECOME FREE TO US CUZ WERE OOOH",miss usa sunday wearing hot pink strapless dress deftly fielded interview best things lifecome free cuz were oooh
miss usa,1,"No. It's okay. You can go attend Miss USA! Trust me, you should DEFINITELY attend Miss USA. https://t.co/CWuf7ZIJII",it okay you attend miss usa trust definitely attend miss usa
miss usa,1,Officially Miss Denton USA and officially so excited for Miss USA tonight and for September to come already! http://t.co/0YKeHN4Bz3,officially miss denton usa officially excited miss usa tonight september come already
miss usa,1,Olivia Jordan - only the 2nd woman in history to win BOTH titles - Miss World -United States and Miss USA.  She... http://t.co/Ddlb60TsH9,olivia jordan woman history win both title miss world united states miss usa she
miss usa,1,Olivia Jordan is the 2nd American woman to hold the title of both Miss World America and Miss USA http://t.co/BguBzbBA83,olivia jordan american woman hold title miss world america miss usa
miss usa,1,"REELZ is going to broadcast Miss USA tomorrow, finally someone is brave enough to step up. NBC's liberal ways has got to go!!!",reelz going broadcast miss usa tomorrow finally someone brave enough step nbc liberal way got
miss usa,1,Re-watching the Miss USA pageant and Miss Rhode Island may have just made me cry,watching miss usa pageant miss rhode island may made cry
miss usa,1,"Sat in attendance with Miss USA, Miss Teen USA and Miss Universe at the Yankees game yesterday.",sat attendance miss usa miss teen usa miss universe yankees game yesterday
miss usa,1,"Thank you Miss USA! You stole my words ""Beauty is in the inside and outside"". You may be drop dead gorgeous but... http://t.co/rlUNVXm4Dq",thank miss usa you stole word beauty inside outside you may drop dead gorgeous
miss usa,1,The Miss USA questions portion may be the funniest thing I have ever seen,the miss usa question portion may funniest thing ever seen
miss usa,1,Time for Miss USA!!! Go @RealMissTNUSA !!!! Titans fans she cheers for your team on the sidelines every Sunday... time to cheer for her now!,time miss usa titans fan cheer team sideline every sunday time cheer
miss usa,1,Tomorrow 51beautiful women from all over the USA come together to compete for one crown and one title of Miss USA... http://t.co/b8lFE7naZS,tomorrow beautiful woman usa come together compete one crown one title miss usa
miss usa,1,Tune into Reelz tomorrow at 7pm CT to support Alpha Mu's Rebecca Dunn in the Miss USA pageant. Go Becca! We love you! http://t.co/3WFtwMOPEq,tune reelz tomorrow support alpha mu rebecca dunn miss usa pageant becca love
miss usa,1,VIP trip with Miss USA TN July 17 was awesome. Writing the book It's Christmas Again published by TATE was worth my journey. Order book now.,vip trip miss usa july awesome writing book it christmas again published tate worth journey order book
miss usa,1,"We're on our way to Hoover, AL for SEC Media Days tomorrow, but tonight, we'll be cheering on @BrookeFletcher in the Miss USA pageant!",we're way hoover sec media days tomorrow tonight we'll cheering miss usa pageant
miss usa,1,Well it's great to see a wonderful woman from McAllen get 1st Runner Up in the Miss USA Pageant,well great see wonderful woman mcallen get runner miss usa pageant
miss usa,1,"Wow! Big 24 hours for @BKComets!! 1st, @theOliviaJordan named Miss USA, now @kidkeuchy is named a starter for the MLB All-Star Game!! #Tulsa",wow big hour named miss usa named starter mlb all star game tulsa
miss usa,1,Ylianna Guerra Miss Texas USA won 1st runner up at Miss USA. So proud to say she comes from the Valley and made it this far!,ylianna guerra miss texas usa runner miss usa proud say come valley made far
miss usa,1,the Miss USA 1st runner up is a Latina woman who volunteers on the border of Mexico &amp; Texas because fuck Donald Trump all over his dumb self,miss usa runner latina woman volunteer border mexico amp texas fuck donald trump dumb self
miss usa,1,we want the 9th crown for USA and especially enjoys every moment you lived as Miss USA.,want crown usa especially enjoys every moment lived miss usa
moto g,0,@MotorolaIndia I just upgraded my Moto G 1st to Moto G 3rd Gen. I am not happy with the camera of phone. How can you help me in this matter.,upgraded moto moto gen not happy camera phone how help matter
moto g,0,@flipkartsupport Still waiting for the replacement MOTO G to reach me. So much grief! One week after the 1st product crashes still waiting.,still waiting replacement moto reach much grief one week product crash still waiting
moto g,0,"Dear @MotorolaIndia @Motorola  I'm so disappointed with the headphones you give with ur phones, Sadly its still the same with Moto G 3rd Gen",dear i'm disappointed headphone give phone sadly still moto gen
moto g,0,"i want to log against Flipkart and Moto G 3rd generation, who is given certificate to sell the product in India ,",want log flipkart moto generation given certificate sell product india
moto g,1,"#FCFILMMEDIA Moto G (3rd Generation) : A Perfect Smartphone: Moto G, the most liking brand name by youth, comi... http://t.co/rXnW9iIm1p",fcfilmmedia moto generation perfect smartphone moto liking brand name youth comi
moto g,1,@123nitin Go with Moto G 3rd Gen its best in this range :),moto gen best range
moto g,1,"@ClarkHoward To add to your budget smartphone list, may I introduce to you, the new MOTO G (3rd gen) which is Unlocked and starts at $180!!",add budget smartphone list may introduce new moto gen unlocked start
moto g,1,"@DamienMcFerran @stepickford although I deliberately choose my Moto G 3rd generation because it had one. Great link, BTW.",although deliberately choose moto generation one great link btw
moto g,1,"@HVatsal Two good options, Xiaomi Mi4 and Moto G 3rd Gen, if you want dual-SIM, expandable storage, 4G, Moto G would be the way to go.",two good option xiaomi moto gen want dual sim expandable storage moto would way
moto g,1,@MotorolaIndia I want to get my MOTO G 1st gen exchnagr with new MOTO G 3rd gen. Pls give me a deal. Let's start a contest for it,want get moto gen exchnagr new moto gen pls give deal let start contest
moto g,1,@RajivMakhni #motog The ever evolving Moto G 3rd gen firmly stands out as a beauty with the brain for gennext. Let's swim with it awhile.,motog the ever evolving moto gen firmly stand beauty brain gennext let swim awhile
moto g,1,@RajivMakhni Moto G (3rd Gen) have all the super power that i really want in a smartphone !! #MyMotoG,moto gen super power really want smartphone mymotog
moto g,1,@Scalpium Moto G is a great phone for the price. It does everything people do on their phone for 1/3rd of the price of a iPhone and S-number,moto great phone price everything people phone price iphone number
moto g,1,"@SpandanSadhukh1 Go for Moto G 2nd Gen, amazing Phone with no bugs  http://t.co/IzGHrnYLfT Smooth performance and elegant look",moto gen amazing phone bug smooth performance elegant look
moto g,1,"@StrikeBuys hey thank you so much for your help Moto G (3rd Generation) Delivery expected by Fri, 21st Aug'15 Your item has been confirmed",hey thank much help moto generation delivery expected fri aug' your item confirmed
moto g,1,"@Taufiq_Ovi Go with the Moto G 3rd gen 16 GB overall a very good phone, even the OnePlus One is a good choice but cam better on Moto G3.",moto gen overall good phone even oneplus one good choice cam better moto
moto g,1,@WINDmobile Just wondering when you'll have the new Moto G (3rd Gen) in stock and will it have the 1gb RAM or 2gb RAM option. Hope it's soon,just wondering new moto gen stock ram ram option hope soon
moto g,1,@amazonhelp Yeah I know but I want to know when the 3rd generation Moto G will be available to buy,yeah know want know generation moto available buy
moto g,1,"@filiptepper I guess if you run Android, the performance matters quite a lot ;). My wife is really happy with Moto G (3rd gen) perf vs Nexu4",guess run android performance matter quite lot wife really happy moto gen perf nexu
moto g,1,@flipkartsupport Not able to find out Moto G 3rd Gen 16 GB over Website ? Is it out of Stock or what ? Hope to hear back soon.,not able find moto gen website stock hope hear back soon
moto g,1,"@gradedcoder Hi, we have decided to move all efforts to upgrade Moto G with 4G LTE (1st Gen) directly from KitKat to Lollipop 5.1. Thanks.",decided move effort upgrade moto lte gen directly kitkat lollipop thanks
moto g,1,@kp_85 @YesImprovisers @MotorolaIndia enjoy the vibes with Moto G (3rd Gen.) #MotoBffRevealed http://t.co/zjeNPFx1Sw,enjoy vibe moto gen motobffrevealed
moto g,1,@neilcford Cheers. Being told the Moto G (2nd gen) is a good bet too. Similar specs. Will be down to OS I think. Many thanks :-),cheers being told moto gen good bet similar spec will think many thanks
moto g,1,@republicwirelss my mother is going to order her phone tomorrow! Probably getting a Moto G.,mother going order phone tomorrow probably getting moto
moto g,1,@rinashah I have been using Moto G 2nd Gen for over a month now and it's an absolute delight. Stock Android. Good design. Best.,using moto gen month absolute delight stock android good design best
moto g,1,@thesammysworld Go with Moto G 3rd Gen http://t.co/CxuEwKryIZ Best phone at this price :),moto gen best phone price
moto g,1,"A phone isn't just about specs, its about the experience. This is where the Moto G (3rd Gen) excels! http://t.co/v68Fb21sYY #android",phone spec experience this moto gen excels android
moto g,1,Be the first one to grab Moto G 3rd Gen. Visit #PAYBACKbeforeFlipkart to earn Points. Shop now http://t.co/Ny5Oam8P5W http://t.co/rT90weoND7,first one grab moto gen visit paybackbeforeflipkart earn points shop
moto g,1,ET Review: Motorola Moto G (3rd Gen): We have always recommended the Moto G for budget-conscious users w... http://t.co/xMamzHcmJt #News,review motorola moto gen always recommended moto budget conscious user news
moto g,1,Fianlly gaming review of Moto G3 and it is a solid performer! 7 Graphics heavy games with Moto G 3rd generation! https://t.co/93wbYflQ0A,fianlly gaming review moto solid performer graphics heavy game moto generation
moto g,1,"Helped a friend setup a new Moto G (3rd Gen) this weekend. It's no iPhone, but what you get for the money is amazing.",helped friend setup new moto gen weekend it iphone get money amazing
moto g,1,I'm gonna get the Moto G (3rd Gen),i'm gonna get moto gen
moto g,1,I'm impressed with Moto G [3rd Gen] phone so far. Excellent value and just the right screen size for me [not too big].,i'm impressed moto gen phone far excellent value right screen size not big
moto g,1,"ICYMI, here is the review of @MotorolaIndia Moto G (3rd Gen), a worthy upgrade! http://t.co/k2xhWyWwpt",icymi review moto gen worthy upgrade
moto g,1,If you have MOTO G 3rd gen guess what you can have  Airtel 4G! Tweet using #GetAirtel4G for a free SIM home delivery.!,moto gen guess airtel tweet using getairtel free sim home delivery
moto g,1,"If you want to buy a new phone, Go for Moto G (3rd Gen) now to get exciting offers. http://t.co/GtObc0P6Kc #MotoG",want buy new phone moto gen get exciting offer motog
moto g,1,"In-depth review of the spectacular @MotorolaUK Moto G (3rd gen), one of the best in its class! http://t.co/kmOYq3KNLy http://t.co/OdwbhknWGN",depth review spectacular moto gen one best class
moto g,1,"It may cost more, but the new @motorolaUK Moto G is still a damn fine smartphone. Full review: http://t.co/oZnxp7pdPY http://t.co/rwHxIQs9HZ",may cost new moto still damn fine smartphone full review
moto g,1,Liked on YouTube: Moto G 3rd Gen 2015 Model Review with Pros &amp; Cons http://t.co/2ksfUGiyyw,liked youtube moto gen model review pros amp cons
moto g,1,Moto G (3rd Gen) G vs. Apple iPhone 6 review: Moto G's price beats iPhone: Since the new handset is said to be... http://t.co/GFJxRKMUTP,moto gen apple iphone review moto g price beat iphone since new handset said
moto g,1,Moto G (3rd Gen) Review: The new Moto G is one of the biggest devices for Motorola! Our Review of the new Moto... http://t.co/BVHI7K6Fme,moto gen review the new moto one biggest device motorola our review new moto
moto g,1,Moto G (3rd Gen): 11 New Improvements: Beau HD highlights eleven new improvements found in the third generatio... http://t.co/aNMVKtMVmF,moto gen new improvements beau highlight eleven new improvement found third generatio
moto g,1,Moto G (3rd Gen.) truly signifies what a life long friendship is all about :) #MotoBffRevealed http://t.co/8ihy7RMuGz @MotorolaIndia,moto gen truly signifies life long friendship motobffrevealed
moto g,1,Moto G - 3rd Gen is here. My first Android phone. Lets see what the fuss is! :P,moto gen first android phone lets see fuss
moto g,1,Moto G 2nd Gen 16 GB (Black / White) at Rs.8099 - Motorola in association Flipkart is back again with a bang where... http://t.co/6hDQjE6SjT,moto gen black white motorola association flipkart back bang
moto g,1,Moto G 3rd gen the best budget phone ? https://t.co/DzOApg3jms,moto gen best budget phone
moto g,1,Moto G 3rd gen vs. Xiaomi Mi 4i: Your pick? Moto G 3rd gen. 68% of voters agree with me. http://t.co/W6tZV7S6V1,moto gen xiaomi your pick moto gen voter agree
moto g,1,"Moto G may be a good deal for money, but the moto flip cases are priced unreasonably",moto may good deal money moto flip case priced unreasonably
moto g,1,Moto X Style and Moto G (3rd gen) hands-on http://t.co/o5p1AwwnNR via @gsmarena_com moto is the best,moto style moto gen hand via moto best
moto g,1,"Motorola appears to have got it right yet again, for the 3rd time, with the Moto G, Gen. 3 http://t.co/cG7QnN3zZg",motorola appears got right yet time moto gen
moto g,1,New video is live! RT! Enjoy the vid guys :)  Moto G 3rd Gen 2015 Review! https://t.co/LetbiL8xkJ via @YouTube,new video live enjoy vid guy moto gen review via
moto g,1,"Not the Best but, everything is decent &amp; good enough in Moto G 3rd Gen. Also, new camera setup is a huge upgrade! @RajivMakhni #MyMotoG",not best everything decent amp good enough moto gen also new camera setup huge upgrade mymotog
moto g,1,Oh look. There's TWRP for the Moto G 3rd Gen already.,look there twrp moto gen already
moto g,1,"Review: Motorola G 3rd Gen: With its great camera and funky design, the new Moto G is a fantastic budget smart... http://t.co/Ej5bT7kFjO",review motorola gen with great camera funky design new moto fantastic budget smart
moto g,1,"Review: Motorola Moto G (3rd Gen): Motorola's mid-range masterpiece, the Moto G, is a formidable smartphone th... http://t.co/sF5OkTfctt",review motorola moto gen motorola mid range masterpiece moto formidable smartphone
moto g,1,So Moto G (3rd Gen) it is. Now the long wait for it to be delivered!,moto gen now long wait delivered
moto g,1,The new Moto G may be the best budget phone... again. http://t.co/GXy3TDlRpC  #News #TechNews,the new moto may best budget phone news technews
moto g,1,"The price creep is real, but the 3rd generation @Motorola Moto G is a huge step forward http://t.co/ujKE7k8WVh",the price creep real generation moto huge step forward
moto g,1,Today I purchase my new smart phone MOTO G 3rd Generation... it is very nice looking and water proof .. http://t.co/OR3NaWXljc,today purchase new smart phone moto generation nice looking water proof
moto g,1,"Top 5 Best New Moto G Phone Cases: If you're looking for a phone case for your new Moto G (3rd gen), here are ... http://t.co/r547B3XIDz",top best new moto phone cases looking phone case new moto gen
moto g,1,"When I get a Moto G (3rd Gen) I will drop a brick on my Samsung GNex, filmed from multiple angles in 60fps, and make it into a cardboard vid",when get moto gen drop brick samsung gnex filmed multiple angle fps make cardboard vid
moto g,1,my 1st gen moto G is more solid than Nokia 3310. I love the stock android on Moto G  https://t.co/NYzeXSiNHO,gen moto solid nokia love stock android moto
murray,0,#MichaelJackson died in the care of Conrad Murray a whole #83Minutes before Murray called 911.The TRUTH coming Thurs  http://t.co/RYdgqKF7no,michaeljackson died care conrad murray whole minutes murray called the truth coming thurs
murray,0,#USOpen Anderson beat Murray in the 4th round. It's Murray's earliest Grand Slam exit in 5 years,usopen anderson beat murray round it murray earliest grand slam exit year
murray,0,@SkySportsTennis Murray's career is characterised by a pathetic 2nd serve and an unwillingness to be offensive unless he's playing Djokovic,murray career characterised pathetic serve unwillingness offensive unless he playing djokovic
murray,0,@SkySportsTennis it's a joke! Troicki v young into a 5th set and on Sky go we are forced to watch Murray walking into the practice court???,joke troicki young set sky forced watch murray walking practice court
murray,0,@cake_sports Haven't seen it yet. Caught end of Murray loss lights and interview. SVP is that dude though. 1st show.,have not seen yet caught end murray loss light interview svp dude though show
murray,0,@maxcouch @roryjiwani @Alex_0wen @DanBarberTF @Tennisratings Murray will never win a slam again unless he changes. 2nd serve a joke,murray never win slam unless change serve joke
murray,0,Anderson absolutely killed Murray in the 4th set tie break 7-0 to win the match. How embarrassing for Murray,anderson absolutely killed murray set tie break win match how embarrassing murray
murray,0,Andy broken to start the 3rd set; still complaining to chair ump that 5 minutes is excessive bathroom usage time. Murray's so done. #USOpen,andy broken start set still complaining chair ump minute excessive bathroom usage time murray done usopen
murray,0,Beginning to worry Murray may be stuck on two grand slams for the rest of his career.,beginning worry murray may stuck two grand slam rest career
murray,0,"Booo, Murray gets broke early in the 2nd set. It's not as if he's playing bad, Anderson is playing exceptional tennis here. #USOpen",booo murray get broke early set it not he playing bad anderson playing exceptional tennis usopen
murray,0,I LOVE how aggressive both Serena &amp; Venus are being off the 2nd serve return. Murray would lose this match! @cbfowler @bgtennisnation,love aggressive serena amp venus serve return murray would lose match
murray,0,If Murray loses this 2nd set I'm pretty sure he won't win this.,murray loses set i'm pretty sure win
murray,0,Murray about as dead as the aliens in Independence Day on July 4th in #America. They die in the movie either way but worse on the 4th. #Dead,murray dead alien independence day july america they die movie either way worse dead
murray,0,Murray always struggles on Louis Armstrong. How pivotal was that person disrupting his serve causing him to  lose his mini break in the 1st?,murray always struggle louis armstrong how pivotal person disrupting serve causing lose mini break
murray,0,Murray been broken in the 3rd. Unreal. Straight sets loss would make my day,murray broken unreal straight set loss would make day
murray,0,Murray blew it! Just couldn't handle Anderson's first serve in the 4th set.,murray blew just handle anderson first serve set
murray,0,"Murray in real trouble now, down a break in the 3rd #USOpen Looking angry and frustrated",murray real trouble break usopen looking angry frustrated
murray,0,"Murray is beaten before the QF of a Grand Slam for the first time in five years. Anderson, magnificent throughout, took 4th set tiebreak 7-0",murray beaten grand slam first time five year anderson magnificent throughout took set tiebreak
murray,0,Murray misses a good chance to break at the start of the 4th. Sloppy along with a brilliant shot from Anderson denies the break. #USOpen,murray miss good chance break start sloppy along brilliant shot anderson denies break usopen
murray,0,"Murray with a splendid array of swear words at the end of the 2nd set. Sitting there with the commentator having to say, ""sorry.  sorry.""",murray splendid array swear word end set sitting commentator say sorry sorry
murray,0,Murray's in major crisis here - 5 - 1 down in the 2nd set after losing the 1st! scenes!!,murray major crisis set losing scene
murray,0,Murray's serve broken in 1st service game 2nd set. I'm not watching any more. He does my  head in at times doing everything the hard way!,murray serve broken service game set i'm not watching head time everything hard way
murray,0,Salt Lake Tribune - Man dies after Murray shooting - A man died Sunday morning after he was found shot outside a h... http://t.co/zCVXP7uJIz,salt lake tribune man dy murray shooting man died sunday morning found shot outside
murray,0,Woeful start to the 3rd from Murray. Think this is lights out for him.,woeful start murray think light
murray,1,"15-30 on Murray's serve, but the Scot more up than down finally and grabs the hold of serve with a couple of aces.  Andy up 4-3* 3rd set.",murray serve scot finally grab hold serve couple ace andy set
murray,1,4th set point in this game and  challenge called in. Anderson 2-0 sets. Murray much more promising at the end of the 2nd. He's not out yet!,set point game challenge called anderson set murray much promising end he not yet
murray,1,@Betweenthehedge @VivianJo1 @cosmosmom1952 Don't you just love them to pieces?!?! Murray is my 3rd. I can only handle one at a time tho. lol,do not love piece murray handle one time tho lol
murray,1,@BrainGameTennis If Murray takes 3rd set I think he'll win,murray take set think he'll win
murray,1,@DareToHart i'm not a huge fan myself but you know Murray will probably comeback in the 3rd &amp; 4th set knowing him.,i'm not huge fan know murray probably comeback amp set knowing
murray,1,"@GolfYeezus @S1NGH7 yeah Murray 1st/2nd, sproles for the 3rd down td lol",yeah murray sproles lol
murray,1,"@Joannalangfield Concerned. If Murray can win this 3rd set, I think/hope he can win the match :)",concerned murray win set think hope win match
murray,1,"@JoshCollacchi to be honest, I'd let Murray run it every time, even on 4th and 35, than let Trey throw.",honest i'd let murray run every time even let trey throw
murray,1,"@KCChiefs_58 well, I think KC may have a good QB for the future in Murray.",well think may good future murray
murray,1,@LewisKing__ @LouisWhyman @DCBlueStar I'm saying Murray was good but it great. Randle and dmc are just as good if it better. CM is 4th RB,i'm saying murray good great randle dmc good better
murray,1,"@Linda_Grace74 I can't see the tennis either, gutted I never sat the football but it looks like it's sky again for Murray?",ca not see tennis either gutted never sat football look like sky murray
murray,1,@MurrayBarnett thanks for hosting us Murray. Had a great time. Good luck for the cup. May the best team win. They usually do.,thanks hosting murray had great time good luck cup may best team win they usually
murray,1,@ScottSFTC I wish I had seen your picks earlier after the day I had!!! Murray won 3-0 so your 2nd pick didn't hit. GL,wish seen pick earlier day murray pick hit
murray,1,"@SeanTierneyTSS If Murray comes back well, he'll be the 2nd/3rd best D maybe Johnson. I'd want him for the Leafs for sure.",murray come back well he'll best maybe johnson i'd want leafs sure
murray,1,@SkySportsTennis it's why I love tennis. One minute looks like murray is down and out. Next minute anything is possible! C'mon @andy_murray,love tennis one minute look like murray next minute anything possible c'mon
